ITEM_20150317_000001	Empty_Helmet	없음_helmet
ITEM_20150811_006425	Selembar roti yang didapat dengan mudah dari Kepo. Sayang, kamu tidak bisa memakannya.	케포으로부터 쉽게 구할 수 있는 고기덩어리. 그러나 사람이라면 절대 먹을 수 없습니다.
ITEM_20150811_006426	Lapisan dalam kulit pohon, digali dari pohon di Starving Demon's Road. Jangan makan terlalu banyak.	큰아귀 길의 나무껍질을 벗겨 낸 뒤 속을 판 부분. 너무 많이 먹지 않도록 하세요.
ITEM_20150811_006427	Benda yang ditukar antar pasangan sebagai bukti cinta mereka. Kotak musik imut yang muat di kantung kecil.	연인간에 서로의 정표로 교환 했던 물건. 작은 주머니에 담긴 앙증맞은 오르골입니다.
ITEM_20150811_006428	Sebuah dagin Kepari yang dikoyak saat berburu. Aroma tak sedap membuatnya tak mungkin dimakan.	사냥 중에 뜯겨져 나온 케파리의 살점. 끔찍한 냄새 때문에 도저히 그냥은 먹을 수 없습니다.
ITEM_20150811_006429	Kuncup daun Asellu yang tumbuh di Starving Demon's Road. Banyak berguna dalam crafting dan obat-obatan.	큰아귀 길에 나 있는 아셀루의 어린 잎. 여러가지 재료나 약재로 쓰입니다.
ITEM_20150811_006430	Sisa makanan tak dikenal. Bisa digunakan untuk umpan monster. Jika berpapasan dengan monster, tekan tombol V untuk menggunakan ini.	뭔지 알 수 조차 없는 음식의 찌꺼기. 이것으로 몬스터를 유인 할 수 있습니다. 몬스터가 시야에 들어 왔을 때 V 키를 눌러 사용하면 던질 수 있습니다.
ITEM_20150811_006431	Sumber energi yang ditabur dari Tree Root Crystal. Kumpulkan ini untuk menghilangkan kontaminasinya.	나무뿌리 수정이 뿌려 놓은 에너지원. 이게 모여야 오염을 제거할 수 있습니다.
ITEM_20150811_006432	Benda ini menampakkan monster yang membunuh peziarah dengan Curse of Rage jika disemprot kepada mereka.	몬스터에게 뿌리면 분노의 저주로 순례자들을 죽인 몬스터들을 구별할 수 있다고 합니다.
ITEM_20150811_006433	Persembahan bunga altar.	제단에 바쳐진 꽃.
ITEM_20150811_006434	Bunga yang dipersembahkan di altar untuk menenangkan aura marah.	분노한 영혼들을 달래기 위해 제단에 바칠 꽃.
ITEM_20150811_006435	Air untuk membersihkan bubuk semen setelah Statue of Goddess selesai direparasi. Air ini sangat bersih.	여신상을 수리할 석고가루를 갤 때 쓰이는 물. 아주 맑습니다.
ITEM_20150811_006436	Air dari anak sungai di Forest of Prayer.{nl}Tampaknya dapat diminum.	기원의 숲의 작은 시내에서 흐르는 물. 마셔도 될 것 같습니다.
ITEM_20150811_006437	Embun terkumpul dari batu nisan di pagi hari. Beberapa akan merasa mual, tapi ini dapat diminum.	새벽의 묘비에 맺혀 있던 이슬. 그냥 마시기엔 꺼림칙하지만, 일단 마실 수는 있습니다.
ITEM_20150811_006438	Obat yang dibuat oleh peziarah, Theophilis. Katanya, dapat menghilangkan kutukan.	순례자 테오필리스가 만든 약. 저주에 걸리지 않는다고 합니다.
ITEM_20150811_006439	Mata Succubus dengan [Necklace of Greed - Stamina] tersisip di dalamnya. Theophilis mungkin bisa mengeluarkan kalung itu.	[탐욕의 목걸이 - 체력] 이 박혀 있는, 서큐버스의 눈. 테오필리스에게 가져다 주면 목걸이를 빼내어 줄 것 같습니다.
ITEM_20150811_006440	Sepotong sarang lebah yang mengeluarkan aroma kuat dan wangi.	달콤한 향이 강하게 풍기는 벌통조각.
ITEM_20150811_006441	Potongan patung iblis tak teridentifikasi yang tadinya ditaruh di altar.	제단에 놓여져 있던 정체불명의 마석 조각.
ITEM_20150811_006442	Sepotong sarang lebah yang terasa manis di lidah.	먹으면 아주 달콤한 맛이 나는 벌통 조각.
ITEM_20150811_006443	Crystal dari roh yang berisi aura suci.	신성한 염이 가득한 영혼의 결정체.
ITEM_20150811_006444	Naskah berisi kekuatan dari tulisan suci.	성스러운 말씀의 힘이 담겨져 있는 경전.
ITEM_20150811_006445	Naskah berisi jiwa bishop.{nl}Dapat digunakan untuk memanggil bishop itu kapan saja.	주교의 영혼이 담긴 경전. 이것으로 주교의 영혼을 언제든지 불러낼 수 있습니다.
ITEM_20150811_006446	Permata berbentuk tetesan air.{nl}Diperlukan untuk menemukan Maven's Key.	물방울 모양의 보석. 메이번의 열쇠를 찾기 위해 필요하다고 합니다.
ITEM_20150811_006447	Permata bundar. Diperlukan untuk menemukan Maven's Key.	둥근 모양의 보석. 메이번의 열쇠를 찾기 위해 필요하다고 합니다.
ITEM_20150811_006448	Kunci pertama dari Maven. Menurut legenda, kelima kunci harus dikumpulkan untuk mendapat wahyu.	메이번의 첫 번째 열쇠. 모두 다섯 개의 열쇠를 모아야 계시에 다가갈 수 있다고 합니다.
ITEM_20150811_006449	Kenang-kenangan dari penjaga yang membeku karena dingin di kota membatu Roxona Marketplace.	석화된 도시 록소나 장터에서 석화된 서리에 의해 석화당한 경비병들의 유품.
ITEM_20150811_006450	Tas berisi peralatan untuk bekerja di ladang.	농사를 짓는데 필요한 농기구들이 잔뜩 든 배낭.
ITEM_20150811_006451	Cabang pohon lebah berisi kekuatan Goddess Austeja.	아우스테야 여신의 힘이 깃든 벌나무의 가지.
ITEM_20150811_006452	Abu iblis yang dibakar oleh kekuatan Goddess Austeja.	아우스테야 여신의 힘에 불타버린 마족의 재.
ITEM_20150811_006453	Orb yang dapat menghancurkan kekuatan pikatan iblis. Kamu bisa mengumpulkan kekuatan ajaib dengan menggunakannya di sekitar Austeja's Altar.	마족의 결계를 파괴할 수 있는 구슬. 아우스테야 제단 근처에서 사용하면 마력을 모을 수 있습니다.
ITEM_20150811_006454	Bahan untuk membuat Scarecrow.	허수아비를 제작하기 위한 재료.
ITEM_20150811_006455	Kayu dengan ukuran pas untuk membuat Scarecrow. Hasilnya akan sangat bagus.	허수아비로 만들기에 적당한 두께와 길이의 목재. 엄청난 허수아비를 만든다고 했습니다.
ITEM_20150811_006456	Energi jahat yang telah dimampatkan.{nl}Diludahi monster menjelang kematiannya.	저주의 기운이 응어리진 것. 몬스터가 죽으면서 토해냈습니다.
ITEM_20150811_006457	Wahyu ketiga ditemukan di Thorn Forest. Dapat dibaca.	가시숲에서 발견된 세 번째 계시. 읽어 볼 수 있습니다.
ITEM_20150811_006458	Wahyu keempat ditemukan di Royal Tomb. Dapat dibaca.	왕릉에서 발견된 네 번째 계시. 읽어 볼 수 있습니다.
ITEM_20150811_006459	Belum dapat dibaca. Bawa kepada Saule untuk penafsiran.	아직 읽을 수 없다. 여신 사울레에게 계시의 해석을 부탁하세요.
ITEM_20150811_006460	Alat untuk menjiplak buku membeku yang ditemukan di Ruklys Street.	루클리스 거리의 석화된 책의 탁본을 제작하기 위한 도구.
ITEM_20150811_006461	Alat untuk mencari tahu musibah yang terjadi di Ruklys Street pada masa lampau.	과거 루클리스 거리에서 벌어진 참사를 알아보기 위한 도구.
ITEM_20150811_006462	Simbol ini tadinya sebagai dekorasi Austeja Altar. Rusak saat serangan para monster.	원래는 아우스테야 제단에 장식되어 있던 상징. 몬스터의 공격에 의해 조각나 버렸습니다.
ITEM_20150811_006463	Simbol yang mengandung kekuatan Goddess Austeja, punya kekuatan untuk menangkal kekuatan iblis.	아우스테야 여신의 힘이 깃든 상징물, 마족의 힘을 차단하는 효과가 있습니다.
ITEM_20150811_006464	Paket milik pedagang Dulke yang hilang.{nl}Berisi berbagai barang dagangan.	상인 둘케가 잃어버린 짐. 안에 잡다한 생필품들이 들어 있습니다.
ITEM_20150811_006465	Jelly wangi yang dapat meniupkan aroma musim semi.	숨어 있는 봄볕초를 찾아낼 수 있는 벌꿀 향이 풍기는 젤리.
ITEM_20150811_006466	Bunga misterius yang tumbuh dari tanah jika mencium aroma madu.	벌꿀향이 풍기면 땅속에서 솟아오르는 신기한 풀.
ITEM_20150811_006467	Kunci kedua dari Maven. Menurut legenda, kelima kunci harus dikumpulkan untuk mendapat wahyu.	메이번의 두 번째 열쇠. 모두 다섯 개의 열쇠를 모아야 계시에 다가갈 수 있다고 합니다.
ITEM_20150811_006468	Kunci ketiga dari Maven. Menurut legenda, kelima kunci harus dikumpulkan untuk mendapat wahyu.	메이번의 세 번째 열쇠. 모두 다섯 개의 열쇠를 모아야 계시에 다가갈 수 있다고 합니다.
ITEM_20150811_006469	Kunci keempat dari Maven. Menurut legenda, kelima kunci harus dikumpulkan untuk mendapat wahyu.	메이번의 네 번째 열쇠. 모두 다섯 개의 열쇠를 모아야 계시에 다가갈 수 있다고 합니다.
ITEM_20150811_006470	Kunci kelima dari Maven. Menurut legenda, kelima kunci harus dikumpulkan untuk mendapat wahyu.	메이번의 다섯 번째 열쇠. 모두 다섯 개의 열쇠를 모아야 계시에 다가갈 수 있다고 합니다.
ITEM_20150811_006471	Simbol yang dapat mengisi energi magis ke altar Veinika. Energi magis altar perlahan hilang seiring berjalannya tahun.	베이니카 제단에 마력을 공급할 수 있는 신표. 오랜 세월로 인해 모든 마력이 방전되어 버렸습니다.
ITEM_20150811_006472	Cairan berkabut, sesuatu terperangkap di dalamnya.{nl}Apakah ini sungguh sebuah larutan?	뭔가가 끼여있는 듯한 뿌연 액체. 이걸 용매라고 부를 수 있을까요?
ITEM_20150811_006473	Menurutnya, dengan mengambil ini, dapat membuat kita kebal terhadap energi keji... Mari kita coba ke monster.	이걸 먹으면 사악한 기운에 저항할 수 있는 힘을 길러준다는데.. 몬스터에게 실험해 보세요.
ITEM_20150811_006474	Ramuan untuk menyembuhkan kutukan Naktis.	나크티스의 저주를 치료하는데 필요한 약재.
ITEM_20150811_006475	Obat eksperimen.	실험용 약.
ITEM_20150811_006476	Daging yang mengandung obat untuk menyembuhkan kutukan rakus. Si peziarah harus dipaksa makan ini.	탐식의 저주를 풀어주는 약을 잔뜩 바른 고기. 저주받은 순례자에게 억지로 먹이세요.
ITEM_20150811_006477	Dokumen kuno yang mendeskripsikan cara merubah wujud seorang menjadi iblis. Bacalah isinya.	마족으로 변할 수 있는 방법이 적혀 있는 아주 오래된 문서. 읽어 보세요.
ITEM_20150811_006478	Bahan untuk membuat Demon Transform Scroll. Perlu banyak benda ini untuk membuatnya.	마족으로 변신할 수 있는 스크롤을 만드는데 필요한 재료. 많은 양이 필요합니다.
ITEM_20150811_006479	Gulungan yang memungkinkan pembacanya untuk berubah menjadi iblis kapanpun. Tetapi, tipe iblis bergantung dari bahan guilungan itu dibuat.	언제든지 마족으로 변신할 수 있는 스크롤. 단, 재료로 쓰인 마족으로만 가능합니다.
ITEM_20150811_006480	Sebuah kunci yang didapat dari pelayan Naktis.	나크티스의 부하에게 되찾은 낡은 열쇠.
ITEM_20150811_006481	Daging monster yang bisa dipersembahkan ke sanctum. Daging ini tanpa lemak, maka tidak terlalu bau.	성소에 바칠 몬스터의 고기. 기름기가 없는 순수한 살코기라서 비린내가 적습니다.
ITEM_20150811_006482	Crest yang bisa menemukan monster yang memakan lencana sanctum.{nl}Ini adalah simbol kepercayaan Cleric Master.	성소의 휘장을 찢어서 삼킨 몬스터들을 찾아낼 수 있는 문장. 클레릭 마스터의 신앙의 표식입니다.
ITEM_20150811_006483	Lapisan kulit kuat dari monster. Sifat kuatnya membuat ini tidak tembus air.	몬스터의 질긴 가죽. 질긴 만큼 물이 새지 않습니다.
ITEM_20150811_006484	Wahyu keenam ditemukan di Great Cathedral. Dapat dibaca.	대성당에서 발견된 여섯 번째 계시. 읽어 볼 수 있습니다.
ITEM_20150811_006485	Karangan tentang kutukan dan Demon Master yang mengendalikan mereka. Membahas Naktis secara dalam.	저주와 관련된 마군주에 대한 문헌. 나크티스 관련 내용을 심도있게 다루고 있습니다.
ITEM_20150811_006486	Mayat Pilgrim Dallas.	순례자 달러스의 시신.
ITEM_20150811_006487	Bola permen manis untuk pekerja di Petrifed City in Kaliss	칼리스 기단에서 석화된 도시의 근무자들을 위해 특별 제작한 시원한 맛의 알약.
ITEM_20150811_006488	Tanda mata prajurit yang mati karena dingin yang membekukan.	석화서리에 희생당한 병사들이 마지막으로 거네준 유품.
ITEM_20150811_006489	Bahan yang diminta Bokor Edita untuk memanggil fourth spirits.	보코르 에디타가 부탁한 사념체를 불러내기 위한 영약의 재료.
ITEM_20150811_006490	Ramuan yang jika dibasuh kepada orang yang membeku akan memanggil jiwa mereka.	석화된 사람들에게 사용하여 사념체를 불러내는 영약.
ITEM_20150811_006491	Jika dibasuh pada monster yang membeku, melelehkan mereka.	석화되어가는 몬스터에게 사용하여 석화를 융해합니다.
ITEM_20150811_006492	Contoh monster yang sedang dalam proses pembekuan.	석화되어가는 몬스터를 처치하고 얻은 석화 표본.
ITEM_20150811_006493	Catatan yang tertulis dengan baik tentang Ruklys Era.	비교적 상태가 좋은 루클리스 시대의 기록.
ITEM_20150811_006494	Gulungan berisi mantera kuat yang menangkal segala suara. Ayo gunakan Gagoil.	소리가 새어나가는 걸 막아주는 마법이 담긴 강력한 스크롤. 가고일에게 사용하세요.
ITEM_20150811_006495	Permata yang mengandung energi api.	불의 기운이 담긴 보석.
ITEM_20150811_006496	Permata yang menyimpan roh api tak stabil.	불안정한 불의 기운이 담긴 보석.
ITEM_20150811_006497	Lantai 1 Pintu Masuk Bagian Pemurnian	1층 입구 정화장치의 부품.
ITEM_20150811_006498	Lantai 1 Aula Bagian Pemurnian	1층 중앙 정화장치의 부품.
ITEM_20150811_006499	Lantai 1 Selasar Bagian Pemurnian	1층 통로 정화장치의 부품.
ITEM_20150811_006500	Pelumas untuk mesin di tambang	광산에서 사용하는 기계장치들에 사용하는 윤활유.
ITEM_20150811_006501	Bagian dari Pemurni Utama di Lantai 2 yang dirusak monster.	몬스터가 부서버린 2층 주 정화장치의 부품.
ITEM_20150811_006502	Bagian dari Pemurni Utama di Lantai 2 yang dirusak Petrified Whale.	석화고래가 부서버린 2층 주 정화장치의 부품.
ITEM_20150811_006503	Minuman keras yang membuktikan keterampilan pembuatnya.	양조업자의 장인정신이 느껴지는 벌꿀술.
ITEM_20150811_006504	Bahan yang diminta oleh Peltasta Master	펠타스타 마스터가 부탁한 재료.
ITEM_20150811_006505	Daging untuk memberi makan breeding hawks. Hawks menyukai ini.	사육하는 매에게 먹이로 주는 고기. 매가 좋아합니다.
ITEM_20150811_006506	Titisan yang mampu menggabungkan kekuatan spirit. Kau bisa menggabungkan atau memisahkan kekuatan spirit berdasarkan caramu menggunakannya.	영기를 모아 둘 수 있는 구슬. 사용하기에 따라서 영기를 모아 둘수도 있고 꺼낼 수도 있습니다.
ITEM_20150811_006507	Bagian rusak dari Truth Eye. Hanya tersedia untuk mengumpulkan semua potongannya.	진실의 눈의 깨어진 조각. 모두 모아서 복구시켜야만 사용할 수 있습니다.
ITEM_20150811_006508	Memungkinkanmu melihat kebenaran jiwa. Mari kita coba pada monster ilusional.	영혼의 실체를 볼 수 있게 해준다. 실체가 없는 몬스터에게 사용해 보세요.
ITEM_20150811_006509	Kekuatan penarik berkelana yang mampu menarik jiwa. Penting untuk menemukan satu yang telah dimampatkan.	방황하는 영혼을 끌어당기는 힘이 있다. 응축된 원한을 찾는 데 필요합니다.
ITEM_20150811_006510	Memo yang ditulis Hones tentang perkataan seorang guru. Dengan ini, kau bisa mengetahui cara melepas alat yang dipasang di Ritnis catacombs. Bisa dibaca	제자 호네스가 스승이 말해준 내용을 적어둔 메모. 리티니스 지하묘에 설치된 장치들을 해제하는 방법에 대해 알 수 있습니다. 읽어볼 수 있습니다.
ITEM_20150811_006511	Potongan Spatial Magic Gem Fragment of Contract. Agar bisa digunakan, diperlukan proses pemulihan.	깨어진 계약의 공간마석 파편. 제 기능을 하기 위해서는 복원작업이 필요할 것 같습니다.
ITEM_20150811_006512	Saat kau mendapat lebih batu ajaib angkasa, kau akan mencapai tempat tersembunyi para master.	다른 공간마석을 더 모은다면 스승의 숨겨진 장소로 갈 수 있습니다.
ITEM_20150811_006513	Batu ajaib untuk memindahkan Teleport. Kau bisa pergi ke tempat tersembunyi para guru.	공간이동을 하는데 사용되는 마석. 스승의 숨겨진 장소로 갈 수 있습니다.
